station_id,datetime,component_type,component_value,id,name,district,lon,lat,hour
AKALA,2026-04-02 20:00:00,NO2,34.3,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 20:00
AKALA,2026-04-02 20:00:00,PM10,15.5,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 20:00
ALERA,2026-04-02 20:00:00,O3,46.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 20:00
AREPA,2026-04-02 20:00:00,PM10,25.4,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 20:00
ALERA,2026-04-02 20:00:00,PM2_5,13.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 20:00
ALERA,2026-04-02 20:00:00,PM10,32.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 20:00
AVYNA,2026-04-02 20:00:00,NO2,33.5,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 20:00
ALERA,2026-04-02 20:00:00,NO2,15.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 20:00
AREPA,2026-04-02 20:00:00,NO2,38.2,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 20:00
AVRSA,2026-04-02 20:00:00,NO2,31.4,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-02 20:00
AVYNA,2026-04-02 20:00:00,PM10,37.6,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 20:00
AKOBA,2026-04-02 20:00:00,PM10,15.9,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 20:00
APRUA,2026-04-02 20:00:00,NO2,46.9,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 20:00
ALIBA,2026-04-02 20:00:00,PM10,13.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 20:00
AHOLA,2026-04-02 20:00:00,NO2,25.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 20:00
ACHOA,2026-04-02 20:00:00,NO2,19.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-02 20:00
AKOBA,2026-04-02 20:00:00,NO2,13.0,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 20:00
ALIBA,2026-04-02 20:00:00,NO2,22.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 20:00
ALIBA,2026-04-02 20:00:00,O3,61.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 20:00
ALIBA,2026-04-02 20:00:00,PM2_5,2.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 20:00
ALIBA,2026-04-02 20:00:00,SO2,1.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 20:00
ARIEA,2026-04-02 20:00:00,NO2,30.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 20:00
ASTOA,2026-04-02 20:00:00,PM2_5,8.8,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 20:00
ASTOA,2026-04-02 20:00:00,PM10,13.5,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 20:00
ASTOA,2026-04-02 20:00:00,O3,62.2,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 20:00
ARIEA,2026-04-02 20:00:00,O3,48.2,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 20:00
ARIEA,2026-04-02 20:00:00,PM10,19.2,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 20:00
ARIEA,2026-04-02 20:00:00,PM2_5,7.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 20:00
ARIEA,2026-04-02 20:00:00,SO2,2.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 20:00
AHOLA,2026-04-02 20:00:00,PM10,18.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 20:00
AHOLA,2026-04-02 20:00:00,PM2_5,13.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 20:00
ASUCA,2026-04-02 20:00:00,O3,69.5,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 20:00
APRUA,2026-04-02 20:00:00,PM10,30.5,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 20:00
ASUCA,2026-04-02 20:00:00,PM10,24.3,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 20:00
AHOLA,2026-04-02 21:00:00,NO2,27.6,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 21:00
ASTOA,2026-04-02 21:00:00,O3,58.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 21:00
AVYNA,2026-04-02 21:00:00,O3,45.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 21:00
AKALA,2026-04-02 21:00:00,PM10,12.8,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 21:00
AVYNA,2026-04-02 21:00:00,NO2,32.1,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 21:00
ASUCA,2026-04-02 21:00:00,O3,67.5,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 21:00
AKOBA,2026-04-02 21:00:00,NO2,12.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 21:00
AKOBA,2026-04-02 21:00:00,O3,70.0,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 21:00
ASTOA,2026-04-02 21:00:00,PM10,12.3,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 21:00
AREPA,2026-04-02 21:00:00,NO2,36.1,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 21:00
ALIBA,2026-04-02 21:00:00,SO2,1.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 21:00
AKALA,2026-04-02 21:00:00,NO2,40.1,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 21:00
ARIEA,2026-04-02 21:00:00,NO2,29.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 21:00
ARIEA,2026-04-02 21:00:00,O3,46.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 21:00
ARIEA,2026-04-02 21:00:00,PM10,15.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 21:00
ARIEA,2026-04-02 21:00:00,PM2_5,9.2,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 21:00
ARIEA,2026-04-02 21:00:00,SO2,2.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 21:00
APRUA,2026-04-02 21:00:00,PM10,22.8,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 21:00
APRUA,2026-04-02 21:00:00,NO2,47.8,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 21:00
ACHOA,2026-04-02 21:00:00,NO2,19.4,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-02 21:00
ASTOA,2026-04-02 21:00:00,PM2_5,12.9,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 21:00
ALIBA,2026-04-02 21:00:00,PM2_5,4.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 21:00
AVRSA,2026-04-02 21:00:00,PM10,23.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-02 21:00
AREPA,2026-04-02 21:00:00,PM10,24.1,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 21:00
AHOLA,2026-04-02 21:00:00,PM10,24.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 21:00
ABREA,2026-04-02 21:00:00,NO2,36.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-02 21:00
ACHOA,2026-04-02 21:00:00,PM10,20.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-02 21:00
ABREA,2026-04-02 21:00:00,PM10,19.2,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-02 21:00
ALERA,2026-04-02 21:00:00,PM2_5,15.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 21:00
ALERA,2026-04-02 21:00:00,PM10,32.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 21:00
ALERA,2026-04-02 21:00:00,O3,43.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 21:00
ALERA,2026-04-02 21:00:00,NO2,16.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 21:00
ALEGA,2026-04-02 21:00:00,PM2_5,26.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 21:00
AKOBA,2026-04-02 21:00:00,PM10,17.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 21:00
ALEGA,2026-04-02 21:00:00,PM10,34.7,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 21:00
ASUCA,2026-04-02 21:00:00,PM10,18.7,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 21:00
ALEGA,2026-04-02 21:00:00,NO2,62.5,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 21:00
AHOLA,2026-04-02 21:00:00,PM2_5,16.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 21:00
ALIBA,2026-04-02 21:00:00,NO2,23.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 21:00
AVYNA,2026-04-02 21:00:00,PM10,28.8,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 21:00
ALIBA,2026-04-02 21:00:00,O3,52.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 21:00
ALIBA,2026-04-02 21:00:00,PM10,14.7,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 21:00
AVRSA,2026-04-02 21:00:00,NO2,36.6,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-02 21:00
AVYNA,2026-04-02 22:00:00,PM10,29.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 22:00
AVYNA,2026-04-02 22:00:00,NO2,36.9,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 22:00
AVYNA,2026-04-02 22:00:00,O3,33.2,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-02 22:00
ALEGA,2026-04-02 22:00:00,PM2_5,27.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 22:00
AVRSA,2026-04-02 22:00:00,NO2,46.7,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-02 22:00
ALERA,2026-04-02 22:00:00,O3,43.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 22:00
ALERA,2026-04-02 22:00:00,NO2,15.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 22:00
ALEGA,2026-04-02 22:00:00,PM10,34.5,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 22:00
ALEGA,2026-04-02 22:00:00,NO2,55.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-02 22:00
AKOBA,2026-04-02 22:00:00,PM10,15.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 22:00
AKOBA,2026-04-02 22:00:00,O3,68.6,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 22:00
AKOBA,2026-04-02 22:00:00,NO2,12.6,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-02 22:00
ALERA,2026-04-02 22:00:00,PM10,31.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 22:00
AKALA,2026-04-02 22:00:00,PM10,8.0,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 22:00
ACHOA,2026-04-02 22:00:00,PM10,27.9,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-02 22:00
AHOLA,2026-04-02 22:00:00,PM2_5,13.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 22:00
AHOLA,2026-04-02 22:00:00,PM10,21.8,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 22:00
AHOLA,2026-04-02 22:00:00,NO2,32.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-02 22:00
ABREA,2026-04-02 22:00:00,PM10,20.3,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-02 22:00
ABREA,2026-04-02 22:00:00,NO2,36.2,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-02 22:00
AVRSA,2026-04-02 22:00:00,PM10,25.8,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-02 22:00
AKALA,2026-04-02 22:00:00,NO2,44.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-02 22:00
ALERA,2026-04-02 22:00:00,PM2_5,17.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-02 22:00
ACHOA,2026-04-02 22:00:00,NO2,27.6,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-02 22:00
ALIBA,2026-04-02 22:00:00,O3,48.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 22:00
ALIBA,2026-04-02 22:00:00,NO2,23.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 22:00
ASUCA,2026-04-02 22:00:00,PM10,14.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 22:00
ASUCA,2026-04-02 22:00:00,O3,65.0,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-02 22:00
ASTOA,2026-04-02 22:00:00,PM2_5,15.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 22:00
ASTOA,2026-04-02 22:00:00,O3,51.7,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 22:00
ARIEA,2026-04-02 22:00:00,SO2,2.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 22:00
ARIEA,2026-04-02 22:00:00,PM2_5,12.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 22:00
ARIEA,2026-04-02 22:00:00,PM10,16.1,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 22:00
ASTOA,2026-04-02 22:00:00,PM10,15.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-02 22:00
ARIEA,2026-04-02 22:00:00,NO2,28.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 22:00
ALIBA,2026-04-02 22:00:00,PM10,14.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 22:00
ARIEA,2026-04-02 22:00:00,O3,46.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-02 22:00
ALIBA,2026-04-02 22:00:00,SO2,1.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 22:00
APRUA,2026-04-02 22:00:00,NO2,52.2,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 22:00
ALIBA,2026-04-02 22:00:00,PM2_5,9.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-02 22:00
APRUA,2026-04-02 22:00:00,PM10,26.7,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-02 22:00
AREPA,2026-04-02 22:00:00,NO2,38.3,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 22:00
AREPA,2026-04-02 22:00:00,PM10,18.7,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-02 22:00
ALERA,2026-04-03 02:00:00,NO2,8.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 02:00
AREPA,2026-04-03 02:00:00,NO2,35.6,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-03 02:00
ALERA,2026-04-03 02:00:00,O3,40.1,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 02:00
AREPA,2026-04-03 02:00:00,PM10,24.0,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-03 02:00
ARIEA,2026-04-03 02:00:00,NO2,36.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 02:00
AHOLA,2026-04-03 02:00:00,NO2,29.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-03 02:00
AHOLA,2026-04-03 02:00:00,PM10,29.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-03 02:00
AHOLA,2026-04-03 02:00:00,PM2_5,21.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-03 02:00
ARIEA,2026-04-03 02:00:00,O3,18.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 02:00
ARIEA,2026-04-03 02:00:00,PM10,21.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 02:00
ARIEA,2026-04-03 02:00:00,PM2_5,13.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 02:00
ARIEA,2026-04-03 02:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 02:00
AKOBA,2026-04-03 02:00:00,O3,22.7,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 02:00
ALEGA,2026-04-03 02:00:00,PM10,39.8,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-03 02:00
ALEGA,2026-04-03 02:00:00,NO2,39.7,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-03 02:00
AVYNA,2026-04-03 02:00:00,PM10,26.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 02:00
AVYNA,2026-04-03 02:00:00,O3,4.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 02:00
AVYNA,2026-04-03 02:00:00,NO2,43.6,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 02:00
AVRSA,2026-04-03 02:00:00,NO2,38.4,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-03 02:00
AVRSA,2026-04-03 02:00:00,PM10,33.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-03 02:00
AKOBA,2026-04-03 02:00:00,PM10,25.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 02:00
AKOBA,2026-04-03 02:00:00,NO2,36.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 02:00
ASTOA,2026-04-03 02:00:00,O3,42.5,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 02:00
ASTOA,2026-04-03 02:00:00,PM10,20.6,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 02:00
ALERA,2026-04-03 02:00:00,PM10,33.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 02:00
ALEGA,2026-04-03 02:00:00,PM2_5,34.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-04-03 02:00
ALERA,2026-04-03 02:00:00,PM2_5,17.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 02:00
AKALA,2026-04-03 02:00:00,PM10,23.8,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-03 02:00
ALIBA,2026-04-03 02:00:00,NO2,15.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 02:00
ALIBA,2026-04-03 02:00:00,PM10,27.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 02:00
ALIBA,2026-04-03 02:00:00,PM2_5,17.6,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 02:00
ALIBA,2026-04-03 02:00:00,SO2,2.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 02:00
ASUCA,2026-04-03 02:00:00,PM10,16.5,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-03 02:00
ASUCA,2026-04-03 02:00:00,O3,36.3,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-04-03 02:00
APRUA,2026-04-03 02:00:00,NO2,43.9,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-03 02:00
ALIBA,2026-04-03 02:00:00,O3,36.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 02:00
AKALA,2026-04-03 02:00:00,NO2,41.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-03 02:00
APRUA,2026-04-03 02:00:00,PM10,38.9,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-03 02:00
ACHOA,2026-04-03 02:00:00,PM10,24.4,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-03 02:00
ABREA,2026-04-03 02:00:00,NO2,16.9,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-03 02:00
ASTOA,2026-04-03 02:00:00,PM2_5,20.3,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 02:00
ABREA,2026-04-03 02:00:00,PM10,14.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-03 02:00
ACHOA,2026-04-03 02:00:00,NO2,25.8,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-03 02:00
ARIEA,2026-04-03 03:00:00,PM2_5,16.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 03:00
ARIEA,2026-04-03 03:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 03:00
ASTOA,2026-04-03 03:00:00,PM2_5,21.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 03:00
AVYNA,2026-04-03 03:00:00,O3,1.5,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 03:00
AVYNA,2026-04-03 03:00:00,NO2,44.2,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 03:00
ALIBA,2026-04-03 03:00:00,PM2_5,20.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 03:00
ASTOA,2026-04-03 03:00:00,PM10,21.7,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 03:00
ALIBA,2026-04-03 03:00:00,PM10,23.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 03:00
ASTOA,2026-04-03 03:00:00,O3,47.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-04-03 03:00
ALIBA,2026-04-03 03:00:00,NO2,14.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 03:00
ALIBA,2026-04-03 03:00:00,O3,31.7,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 03:00
ALIBA,2026-04-03 03:00:00,SO2,3.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-04-03 03:00
AVRSA,2026-04-03 03:00:00,NO2,35.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-04-03 03:00
AKOBA,2026-04-03 03:00:00,PM10,35.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 03:00
AKOBA,2026-04-03 03:00:00,O3,16.7,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 03:00
ABREA,2026-04-03 03:00:00,NO2,17.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-03 03:00
AKOBA,2026-04-03 03:00:00,NO2,38.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-04-03 03:00
ABREA,2026-04-03 03:00:00,PM10,15.4,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-04-03 03:00
ARIEA,2026-04-03 03:00:00,PM10,28.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 03:00
ALERA,2026-04-03 03:00:00,O3,40.3,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 03:00
ARIEA,2026-04-03 03:00:00,NO2,34.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-04-03 03:00
ALERA,2026-04-03 03:00:00,NO2,7.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 03:00
ALERA,2026-04-03 03:00:00,PM2_5,15.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-04-03 03:00
ACHOA,2026-04-03 03:00:00,NO2,17.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-03 03:00
ACHOA,2026-04-03 03:00:00,PM10,24.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-04-03 03:00
AREPA,2026-04-03 03:00:00,NO2,34.2,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-03 03:00
AREPA,2026-04-03 03:00:00,PM10,28.1,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-04-03 03:00
AKALA,2026-04-03 03:00:00,NO2,38.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-03 03:00
AKALA,2026-04-03 03:00:00,PM10,23.5,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-04-03 03:00
AVYNA,2026-04-03 03:00:00,PM10,42.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-04-03 03:00
APRUA,2026-04-03 03:00:00,PM10,42.8,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-03 03:00
APRUA,2026-04-03 03:00:00,NO2,44.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-04-03 03:00
AHOLA,2026-04-03 03:00:00,NO2,32.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-03 03:00
AHOLA,2026-04-03 03:00:00,PM10,30.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-04-03 03:00
