station_id,datetime,component_type,component_value,id,name,district,lon,lat,hour
ABREA,2026-03-13 02:00:00,NO2,11.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 02:00
AKOBA,2026-03-13 02:00:00,O3,20.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 02:00
AKOBA,2026-03-13 02:00:00,NO2,19.0,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 02:00
ALIBA,2026-03-13 02:00:00,O3,29.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 02:00
ASROA,2026-03-13 02:00:00,NO2,9.4,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 02:00
ASROA,2026-03-13 02:00:00,PM10,12.6,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 02:00
ASROA,2026-03-13 02:00:00,PM2_5,10.5,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 02:00
AKALA,2026-03-13 02:00:00,PM10,15.0,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 02:00
AKALA,2026-03-13 02:00:00,NO2,24.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 02:00
ASTOA,2026-03-13 02:00:00,O3,12.6,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 02:00
ASTOA,2026-03-13 02:00:00,PM10,15.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 02:00
ASTOA,2026-03-13 02:00:00,PM2_5,17.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 02:00
ACHOA,2026-03-13 02:00:00,PM10,8.5,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 02:00
ACHOA,2026-03-13 02:00:00,NO2,8.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 02:00
ASUCA,2026-03-13 02:00:00,O3,10.8,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 02:00
ASUCA,2026-03-13 02:00:00,PM10,20.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 02:00
AVRSA,2026-03-13 02:00:00,NO2,16.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 02:00
AVRSA,2026-03-13 02:00:00,PM10,28.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 02:00
AKOBA,2026-03-13 02:00:00,PM10,13.7,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 02:00
ARIEA,2026-03-13 02:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 02:00
ARIEA,2026-03-13 02:00:00,PM2_5,9.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 02:00
ARIEA,2026-03-13 02:00:00,PM10,12.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 02:00
ALIBA,2026-03-13 02:00:00,PM10,10.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 02:00
ALIBA,2026-03-13 02:00:00,PM2_5,8.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 02:00
ALIBA,2026-03-13 02:00:00,SO2,1.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 02:00
ALERA,2026-03-13 02:00:00,PM2_5,12.3,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 02:00
ALERA,2026-03-13 02:00:00,O3,35.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 02:00
ALERA,2026-03-13 02:00:00,NO2,15.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 02:00
APRUA,2026-03-13 02:00:00,NO2,15.4,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 02:00
APRUA,2026-03-13 02:00:00,PM10,37.2,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 02:00
AHOLA,2026-03-13 02:00:00,PM2_5,18.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 02:00
AREPA,2026-03-13 02:00:00,NO2,18.9,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 02:00
ALEGA,2026-03-13 02:00:00,PM2_5,23.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 02:00
ALEGA,2026-03-13 02:00:00,PM10,25.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 02:00
ALEGA,2026-03-13 02:00:00,NO2,22.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 02:00
ARERA,2026-03-13 02:00:00,NO2,22.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 02:00
ARERA,2026-03-13 02:00:00,PM10,21.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 02:00
ARERA,2026-03-13 02:00:00,PM2_5,17.2,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 02:00
ARIEA,2026-03-13 02:00:00,NO2,13.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 02:00
ARIEA,2026-03-13 02:00:00,O3,26.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 02:00
AREPA,2026-03-13 02:00:00,PM10,19.0,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 02:00
AHOLA,2026-03-13 02:00:00,PM10,26.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 02:00
ALIBA,2026-03-13 02:00:00,NO2,8.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 02:00
ABREA,2026-03-13 02:00:00,PM10,10.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 02:00
AVYNA,2026-03-13 02:00:00,PM10,36.3,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 02:00
AVYNA,2026-03-13 02:00:00,O3,1.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 02:00
AVYNA,2026-03-13 02:00:00,NO2,24.9,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 02:00
AHOLA,2026-03-13 02:00:00,NO2,30.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 02:00
AVYNA,2026-03-13 03:00:00,PM10,41.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 03:00
AREPA,2026-03-13 03:00:00,NO2,17.7,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 03:00
AREPA,2026-03-13 03:00:00,PM10,14.3,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 03:00
ARERA,2026-03-13 03:00:00,PM2_5,14.6,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 03:00
ARERA,2026-03-13 03:00:00,PM10,17.8,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 03:00
ARERA,2026-03-13 03:00:00,NO2,21.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 03:00
ALEGA,2026-03-13 03:00:00,NO2,20.6,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 03:00
ALEGA,2026-03-13 03:00:00,PM10,23.6,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 03:00
ALEGA,2026-03-13 03:00:00,PM2_5,21.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 03:00
ASTOA,2026-03-13 03:00:00,PM2_5,10.7,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 03:00
ASROA,2026-03-13 03:00:00,PM10,11.7,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 03:00
ASROA,2026-03-13 03:00:00,NO2,9.8,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 03:00
ALERA,2026-03-13 03:00:00,O3,36.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 03:00
ASUCA,2026-03-13 03:00:00,PM10,19.3,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 03:00
ASUCA,2026-03-13 03:00:00,O3,12.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 03:00
ACHOA,2026-03-13 03:00:00,NO2,8.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 03:00
AVYNA,2026-03-13 03:00:00,NO2,22.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 03:00
AKALA,2026-03-13 03:00:00,PM10,14.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 03:00
AKALA,2026-03-13 03:00:00,NO2,25.3,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 03:00
ASROA,2026-03-13 03:00:00,PM2_5,9.8,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 03:00
ALERA,2026-03-13 03:00:00,PM2_5,11.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 03:00
ACHOA,2026-03-13 03:00:00,PM10,7.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 03:00
AVRSA,2026-03-13 03:00:00,PM10,24.4,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 03:00
AVRSA,2026-03-13 03:00:00,NO2,16.1,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 03:00
AKOBA,2026-03-13 03:00:00,NO2,17.7,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 03:00
AHOLA,2026-03-13 03:00:00,NO2,30.4,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 03:00
AHOLA,2026-03-13 03:00:00,PM10,25.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 03:00
AHOLA,2026-03-13 03:00:00,PM2_5,13.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 03:00
ASTOA,2026-03-13 03:00:00,PM10,13.4,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 03:00
APRUA,2026-03-13 03:00:00,PM10,32.2,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 03:00
APRUA,2026-03-13 03:00:00,NO2,14.9,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 03:00
ASTOA,2026-03-13 03:00:00,O3,9.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 03:00
ARIEA,2026-03-13 03:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 03:00
ARIEA,2026-03-13 03:00:00,PM2_5,6.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 03:00
ABREA,2026-03-13 03:00:00,NO2,13.9,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 03:00
ABREA,2026-03-13 03:00:00,PM10,7.1,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 03:00
ARIEA,2026-03-13 03:00:00,NO2,12.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 03:00
ALIBA,2026-03-13 03:00:00,NO2,8.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 03:00
ALIBA,2026-03-13 03:00:00,PM10,9.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 03:00
ALIBA,2026-03-13 03:00:00,PM2_5,6.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 03:00
ALIBA,2026-03-13 03:00:00,SO2,1.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 03:00
ARIEA,2026-03-13 03:00:00,PM10,11.2,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 03:00
ARIEA,2026-03-13 03:00:00,O3,25.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 03:00
AVYNA,2026-03-13 03:00:00,O3,1.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 03:00
AKOBA,2026-03-13 03:00:00,PM10,13.9,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 03:00
AKOBA,2026-03-13 03:00:00,O3,22.2,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 03:00
ALIBA,2026-03-13 03:00:00,O3,32.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 03:00
ALERA,2026-03-13 03:00:00,NO2,14.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 03:00
AREPA,2026-03-13 04:00:00,NO2,17.4,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 04:00
AVYNA,2026-03-13 04:00:00,NO2,21.8,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 04:00
APRUA,2026-03-13 04:00:00,NO2,17.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 04:00
AREPA,2026-03-13 04:00:00,PM10,15.3,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 04:00
ASROA,2026-03-13 04:00:00,PM2_5,9.1,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 04:00
APRUA,2026-03-13 04:00:00,PM10,23.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 04:00
ALEGA,2026-03-13 04:00:00,NO2,20.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 04:00
ASROA,2026-03-13 04:00:00,NO2,10.9,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 04:00
ARIEA,2026-03-13 04:00:00,PM2_5,5.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 04:00
ARIEA,2026-03-13 04:00:00,PM10,11.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 04:00
ARIEA,2026-03-13 04:00:00,O3,19.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 04:00
ARIEA,2026-03-13 04:00:00,NO2,19.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 04:00
AKOBA,2026-03-13 04:00:00,PM10,12.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 04:00
AKOBA,2026-03-13 04:00:00,O3,24.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 04:00
AKOBA,2026-03-13 04:00:00,NO2,17.0,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 04:00
ASROA,2026-03-13 04:00:00,PM10,10.8,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 04:00
ARERA,2026-03-13 04:00:00,PM2_5,11.8,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 04:00
ARERA,2026-03-13 04:00:00,NO2,24.2,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 04:00
ALEGA,2026-03-13 04:00:00,PM10,22.4,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 04:00
ALEGA,2026-03-13 04:00:00,PM2_5,19.7,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 04:00
AKALA,2026-03-13 04:00:00,PM10,18.6,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 04:00
AKALA,2026-03-13 04:00:00,NO2,25.5,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 04:00
AVYNA,2026-03-13 04:00:00,PM10,27.5,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 04:00
AVYNA,2026-03-13 04:00:00,O3,1.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 04:00
ARERA,2026-03-13 04:00:00,PM10,15.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 04:00
ASTOA,2026-03-13 04:00:00,O3,5.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 04:00
ARIEA,2026-03-13 04:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 04:00
ASTOA,2026-03-13 04:00:00,PM2_5,7.5,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 04:00
ASUCA,2026-03-13 04:00:00,PM10,19.0,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 04:00
ASUCA,2026-03-13 04:00:00,O3,15.6,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 04:00
AVRSA,2026-03-13 04:00:00,NO2,17.6,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 04:00
AVRSA,2026-03-13 04:00:00,PM10,21.6,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 04:00
ALERA,2026-03-13 04:00:00,PM2_5,10.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 04:00
ALERA,2026-03-13 04:00:00,O3,31.2,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 04:00
ABREA,2026-03-13 04:00:00,NO2,14.0,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 04:00
ALIBA,2026-03-13 04:00:00,SO2,1.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 04:00
ALIBA,2026-03-13 04:00:00,PM2_5,5.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 04:00
ACHOA,2026-03-13 04:00:00,NO2,8.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 04:00
ACHOA,2026-03-13 04:00:00,PM10,4.8,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 04:00
ALERA,2026-03-13 04:00:00,NO2,19.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 04:00
ASTOA,2026-03-13 04:00:00,PM10,11.4,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 04:00
AHOLA,2026-03-13 04:00:00,PM10,21.8,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 04:00
AHOLA,2026-03-13 04:00:00,PM2_5,9.9,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 04:00
ABREA,2026-03-13 04:00:00,PM10,5.9,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 04:00
AHOLA,2026-03-13 04:00:00,NO2,33.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 04:00
ALIBA,2026-03-13 04:00:00,O3,33.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 04:00
ALIBA,2026-03-13 04:00:00,PM10,7.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 04:00
ALIBA,2026-03-13 04:00:00,NO2,8.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 04:00
ASUCA,2026-03-13 05:00:00,O3,17.0,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 05:00
ASUCA,2026-03-13 05:00:00,PM10,26.8,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 05:00
ARIEA,2026-03-13 05:00:00,O3,11.6,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 05:00
ARERA,2026-03-13 05:00:00,NO2,27.5,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 05:00
ALIBA,2026-03-13 05:00:00,SO2,1.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 05:00
ALEGA,2026-03-13 05:00:00,NO2,23.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 05:00
ALIBA,2026-03-13 05:00:00,PM2_5,4.7,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 05:00
ALIBA,2026-03-13 05:00:00,PM10,7.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 05:00
ALIBA,2026-03-13 05:00:00,O3,30.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 05:00
ARERA,2026-03-13 05:00:00,PM10,14.4,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 05:00
AKOBA,2026-03-13 05:00:00,O3,22.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 05:00
ARIEA,2026-03-13 05:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 05:00
ARIEA,2026-03-13 05:00:00,PM2_5,6.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 05:00
AKOBA,2026-03-13 05:00:00,PM10,11.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 05:00
AVRSA,2026-03-13 05:00:00,NO2,20.1,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 05:00
AHOLA,2026-03-13 05:00:00,NO2,35.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 05:00
ALEGA,2026-03-13 05:00:00,PM10,22.3,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 05:00
AHOLA,2026-03-13 05:00:00,PM10,16.6,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 05:00
AVRSA,2026-03-13 05:00:00,PM10,13.4,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 05:00
ALIBA,2026-03-13 05:00:00,NO2,9.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 05:00
AHOLA,2026-03-13 05:00:00,PM2_5,12.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 05:00
AKOBA,2026-03-13 05:00:00,NO2,22.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 05:00
ARERA,2026-03-13 05:00:00,PM2_5,11.1,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 05:00
ARIEA,2026-03-13 05:00:00,PM10,12.6,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 05:00
ALEGA,2026-03-13 05:00:00,PM2_5,18.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 05:00
AVYNA,2026-03-13 05:00:00,PM10,34.9,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 05:00
ALERA,2026-03-13 05:00:00,NO2,29.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 05:00
ALERA,2026-03-13 05:00:00,O3,22.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 05:00
ALERA,2026-03-13 05:00:00,PM2_5,10.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 05:00
ASROA,2026-03-13 05:00:00,PM10,10.8,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 05:00
ASROA,2026-03-13 05:00:00,PM2_5,8.6,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 05:00
ASTOA,2026-03-13 05:00:00,PM10,8.4,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 05:00
ACHOA,2026-03-13 05:00:00,NO2,11.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 05:00
AKALA,2026-03-13 05:00:00,NO2,27.5,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 05:00
AKALA,2026-03-13 05:00:00,PM10,24.4,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 05:00
AREPA,2026-03-13 05:00:00,NO2,18.1,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 05:00
ASTOA,2026-03-13 05:00:00,PM2_5,5.7,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 05:00
AREPA,2026-03-13 05:00:00,PM10,15.7,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 05:00
APRUA,2026-03-13 05:00:00,PM10,13.4,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 05:00
APRUA,2026-03-13 05:00:00,NO2,29.4,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 05:00
ACHOA,2026-03-13 05:00:00,PM10,3.9,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 05:00
ABREA,2026-03-13 05:00:00,NO2,14.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 05:00
ARIEA,2026-03-13 05:00:00,NO2,28.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 05:00
ABREA,2026-03-13 05:00:00,PM10,9.3,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 05:00
ASTOA,2026-03-13 05:00:00,O3,4.4,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 05:00
AVYNA,2026-03-13 05:00:00,NO2,23.2,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 05:00
AVYNA,2026-03-13 05:00:00,O3,1.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 05:00
ASROA,2026-03-13 05:00:00,NO2,14.7,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 05:00
APRUA,2026-03-13 06:00:00,NO2,41.3,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 06:00
ABREA,2026-03-13 06:00:00,PM10,10.9,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 06:00
ABREA,2026-03-13 06:00:00,NO2,14.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 06:00
APRUA,2026-03-13 06:00:00,PM10,8.3,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 06:00
